,Corporate_Bonds,Gold,SP500
2004-11-28 00:00:00+00:00,3438.9744758605957,2541.492176055908,5662.135025024414
2004-12-05 00:00:00+00:00,3484.8274688720703,2575.3787384033203,5745.574295043945
2004-12-12 00:00:00+00:00,3530.680461883545,2609.2653007507324,5829.069526672363
2004-12-19 00:00:00+00:00,3576.5334548950195,2643.1518630981445,5913.036544799805
2004-12-26 00:00:00+00:00,3622.386447906494,2677.0384254455566,5997.938529968262
2005-01-02 00:00:00+00:00,3668.2394409179688,2710.9249877929688,6082.910781860352
2005-01-09 00:00:00+00:00,3714.0924339294434,2744.811550140381,6166.174774169922
2005-01-16 00:00:00+00:00,3759.945426940918,2778.698112487793,6249.298149108887
2005-01-23 00:00:00+00:00,3805.7984199523926,2812.584674835205,6331.395156860352
2005-01-30 00:00:00+00:00,3851.651412963867,2846.471237182617,6413.949119567871
2005-02-06 00:00:00+00:00,3897.504405975342,2880.3577995300293,6498.471473693848
2005-02-13 00:00:00+00:00,3943.3573989868164,2914.2443618774414,6583.373458862305
2005-02-20 00:00:00+00:00,3989.210391998291,2948.1309242248535,6668.0082931518555
2005-02-27 00:00:00+00:00,4035.0633850097656,2982.0174865722656,6753.374229431152
2005-03-06 00:00:00+00:00,4080.9163780212402,3015.9040489196777,6839.654090881348
2005-03-13 00:00:00+00:00,4126.769371032715,3049.79061126709,6924.288925170898
2005-03-20 00:00:00+00:00,4172.622364044189,3083.677173614502,7007.950553894043
2005-03-27 00:00:00+00:00,4218.475357055664,3117.563735961914,7090.624099731445
2005-04-03 00:00:00+00:00,4264.328350067139,3151.450298309326,7173.502334594727
2005-04-10 00:00:00+00:00,4310.181343078613,3185.3368606567383,7256.7828369140625
2005-04-17 00:00:00+00:00,4356.034336090088,3219.2234230041504,7337.346122741699
2005-04-24 00:00:00+00:00,4401.8873291015625,3253.1099853515625,7418.911598205566
2005-05-01 00:00:00+00:00,4447.740322113037,3286.9965476989746,7500.6041259765625
2005-05-08 00:00:00+00:00,4493.593315124512,3320.8831100463867,7583.242362976074
2005-05-15 00:00:00+00:00,4539.446308135986,3354.769672393799,7664.9136962890625
2005-05-22 00:00:00+00:00,4585.299301147461,3388.656234741211,7748.984680175781
2005-05-29 00:00:00+00:00,4631.152294158936,3422.542797088623,7833.853157043457
2005-06-05 00:00:00+00:00,4677.00528717041,3456.429359436035,7918.651069641113
2005-06-12 00:00:00+00:00,4722.858280181885,3490.3159217834473,8003.484260559082
2005-06-19 00:00:00+00:00,4768.711273193359,3524.2024841308594,8089.481803894043
2005-06-26 00:00:00+00:00,4814.564266204834,3558.0890464782715,8173.792861938477
2005-07-03 00:00:00+00:00,4860.417259216309,3591.9756088256836,8258.493682861328
2005-07-10 00:00:00+00:00,4906.270252227783,3625.8621711730957,8344.462905883789
2005-07-17 00:00:00+00:00,4952.123245239258,3659.748733520508,8431.509216308594
2005-07-24 00:00:00+00:00,4997.976238250732,3693.63529586792,8519.051551818848
2005-07-31 00:00:00+00:00,5043.829231262207,3727.521858215332,8606.73558807373
2005-08-07 00:00:00+00:00,5089.682224273682,3761.408420562744,8693.810256958008
2005-08-14 00:00:00+00:00,5135.535217285156,3795.2949829101562,8781.012481689453
2005-08-21 00:00:00+00:00,5181.388210296631,3829.1815452575684,8867.79662322998
2005-08-28 00:00:00+00:00,5227.2412033081055,3863.0681076049805,8953.369033813477
2005-09-04 00:00:00+00:00,5273.09419631958,3896.9546699523926,9040.011421203613
2005-09-11 00:00:00+00:00,5318.947189331055,3930.8412322998047,9128.304901123047
2005-09-18 00:00:00+00:00,5364.800182342529,3964.727794647217,9216.191413879395
2005-09-25 00:00:00+00:00,5410.653175354004,3998.614356994629,9302.611961364746
2005-10-02 00:00:00+00:00,5456.5061683654785,4032.500919342041,9390.171142578125
2005-10-09 00:00:00+00:00,5502.359161376953,4066.387481689453,9475.289443969727
2005-10-16 00:00:00+00:00,5548.212154388428,4100.274044036865,9559.738792419434
2005-10-23 00:00:00+00:00,5594.065147399902,4134.160606384277,9643.80386352539
2005-10-30 00:00:00+00:00,5639.918140411377,4168.047168731689,9729.057350158691
2005-11-06 00:00:00+00:00,5685.771133422852,4201.933731079102,9815.954711914062
2005-11-13 00:00:00+00:00,5731.624126434326,4235.820293426514,9904.026260375977
2005-11-20 00:00:00+00:00,5777.477119445801,4269.706855773926,9993.072738647461
2005-11-27 00:00:00+00:00,5823.330112457275,4303.593418121338,10083.542488098145
2005-12-04 00:00:00+00:00,5869.18310546875,4337.47998046875,10173.812950134277
2005-12-11 00:00:00+00:00,5915.036098480225,4371.366542816162,10263.713417053223
2005-12-18 00:00:00+00:00,5960.889091491699,4405.253105163574,10354.11190032959
2005-12-25 00:00:00+00:00,6006.742084503174,4439.139667510986,10444.796516418457
2006-01-01 00:00:00+00:00,6052.595077514648,4473.026229858398,10533.871482849121
2006-01-08 00:00:00+00:00,6098.448070526123,4506.912792205811,10625.758018493652
2006-01-15 00:00:00+00:00,6144.301063537598,4540.799354553223,10717.816207885742
2006-01-22 00:00:00+00:00,6190.154056549072,4574.685916900635,10807.935684204102
2006-01-29 00:00:00+00:00,6236.007049560547,4608.572479248047,10899.893760681152
2006-02-05 00:00:00+00:00,6281.8600425720215,4642.459041595459,10990.22785949707
2006-02-12 00:00:00+00:00,6327.713035583496,4676.345603942871,11080.826652526855
2006-02-19 00:00:00+00:00,6373.566028594971,4710.232166290283,11172.977867126465
2006-02-26 00:00:00+00:00,6419.419021606445,4744.118728637695,11265.558288574219
2006-03-05 00:00:00+00:00,6465.27201461792,4778.005290985107,11357.673713684082
2006-03-12 00:00:00+00:00,6511.1250076293945,4811.8918533325195,11449.667518615723
2006-03-19 00:00:00+00:00,6556.978000640869,4845.778415679932,11543.48519897461
2006-03-26 00:00:00+00:00,6602.830993652344,4879.664978027344,11637.008430480957
2006-04-02 00:00:00+00:00,6648.683986663818,4913.551540374756,11730.258728027344
2006-04-09 00:00:00+00:00,6694.536979675293,4947.438102722168,11823.300689697266
2006-04-16 00:00:00+00:00,6740.389972686768,4981.32466506958,11915.746543884277
2006-04-23 00:00:00+00:00,6786.242965698242,5015.211227416992,12009.94490814209
2006-04-30 00:00:00+00:00,6832.095958709717,5049.097789764404,12104.373123168945
2006-05-07 00:00:00+00:00,6877.948951721191,5082.984352111816,12199.55549621582
2006-05-14 00:00:00+00:00,6923.801944732666,5116.8709144592285,12292.382019042969
2006-05-21 00:00:00+00:00,6969.654937744141,5150.757476806641,12383.6714553833
2006-05-28 00:00:00+00:00,7015.507930755615,5184.644039154053,12475.8803024292
2006-06-04 00:00:00+00:00,7061.36092376709,5219.040431976318,12568.534454345703
2006-06-11 00:00:00+00:00,7107.213916778564,5249.867977142334,12658.566970825195
2006-06-18 00:00:00+00:00,7153.066909790039,5280.2560024261475,12748.49242401123
2006-06-25 00:00:00+00:00,7198.919902801514,5312.147163391113,12838.266395568848
2006-07-02 00:00:00+00:00,7244.772895812988,5346.165580749512,12930.089233398438
2006-07-09 00:00:00+00:00,7290.625888824463,5380.474075317383,13021.428703308105
2006-07-16 00:00:00+00:00,7336.4788818359375,5414.729824066162,13110.538963317871
2006-07-23 00:00:00+00:00,7382.331874847412,5446.2078495025635,13199.959442138672
2006-07-30 00:00:00+00:00,7428.184867858887,5480.296579360962,13292.287246704102
2006-08-06 00:00:00+00:00,7474.037860870361,5515.097322463989,13384.77377319336
2006-08-13 00:00:00+00:00,7519.890853881836,5549.106950759888,13476.4017868042
2006-08-20 00:00:00+00:00,7565.743846893311,5582.844072341919,13570.68465423584
2006-08-27 00:00:00+00:00,7611.596839904785,5617.987642288208,13664.332656860352
2006-09-03 00:00:00+00:00,7657.44983291626,5653.931131362915,13759.142127990723
2006-09-10 00:00:00+00:00,7703.302825927734,5688.42421913147,13853.129203796387
2006-09-17 00:00:00+00:00,7749.155818939209,5719.392400741577,13948.746963500977
2006-09-24 00:00:00+00:00,7795.008811950684,5750.026552200317,14044.00968170166
2006-10-01 00:00:00+00:00,7840.861804962158,5781.363931655884,14140.801315307617
2006-10-08 00:00:00+00:00,7886.714797973633,5811.576154708862,14238.629104614258
2006-10-15 00:00:00+00:00,7932.567790985107,5843.036590576172,14337.630760192871
2006-10-22 00:00:00+00:00,7978.420783996582,5874.453079223633,14436.784561157227
2006-10-29 00:00:00+00:00,8024.273777008057,5906.836502075195,14536.713668823242
2006-11-05 00:00:00+00:00,8070.126770019531,5940.942825317383,14635.650062561035
2006-11-12 00:00:00+00:00,8115.979763031006,5975.233741760254,14735.81829071045
2006-11-19 00:00:00+00:00,8161.8327560424805,6008.065464019775,14837.566131591797
2006-11-26 00:00:00+00:00,8207.685749053955,6043.13871383667,14939.263259887695
2006-12-03 00:00:00+00:00,8253.53874206543,6079.653564453125,15040.866180419922
2006-12-10 00:00:00+00:00,8299.391735076904,6115.254230499268,15143.338645935059
2006-12-17 00:00:00+00:00,8345.244728088379,6150.2044105529785,15247.052375793457
2006-12-24 00:00:00+00:00,8391.097721099854,6184.312889099121,15349.607566833496
2006-12-31 00:00:00+00:00,8436.950714111328,6219.496898651123,15452.796684265137
2007-01-07 00:00:00+00:00,8482.803707122803,6252.300632476807,15555.198867797852
2007-01-14 00:00:00+00:00,8528.656700134277,6285.712665557861,15659.568389892578
2007-01-21 00:00:00+00:00,8574.509693145752,6318.798492431641,15763.631889343262
2007-01-28 00:00:00+00:00,8620.362686157227,6353.356575012207,15867.19261932373
2007-02-04 00:00:00+00:00,8666.215679168701,6388.020450592041,15972.706077575684
2007-02-11 00:00:00+00:00,8712.068672180176,6423.38077545166,16077.585624694824
2007-02-18 00:00:00+00:00,8757.92166519165,6459.472816467285,16183.769401550293
2007-02-25 00:00:00+00:00,8803.774658203125,6496.349468231201,16289.639892578125
2007-03-04 00:00:00+00:00,8849.6276512146,6529.56755065918,16390.6795501709
2007-03-11 00:00:00+00:00,8895.480644226074,6563.094181060791,16493.25659942627
2007-03-18 00:00:00+00:00,8941.333637237549,6596.911727905273,16594.5945892334
2007-03-25 00:00:00+00:00,8987.186630249023,6632.025207519531,16699.487770080566
2007-04-01 00:00:00+00:00,9033.039623260498,6666.909473419189,16803.364151000977
2007-04-08 00:00:00+00:00,9078.892616271973,6703.204273223877,16908.879135131836
2007-04-15 00:00:00+00:00,9124.745609283447,6740.5393409729,17015.184158325195
2007-04-22 00:00:00+00:00,9170.812854766846,6777.098621368408,17123.903198242188
2007-04-29 00:00:00+00:00,9216.86782836914,6812.661712646484,17233.28793334961
2007-05-06 00:00:00+00:00,9263.061737060547,6848.550994873047,17343.68950653076
2007-05-13 00:00:00+00:00,9309.218837738037,6883.593955993652,17454.047187805176
2007-05-20 00:00:00+00:00,9355.16748046875,6917.984539031982,17565.692344665527
2007-05-27 00:00:00+00:00,9401.067077636719,6951.7139320373535,17676.657203674316
2007-06-03 00:00:00+00:00,9446.805648803711,6987.030181884766,17789.370361328125
2007-06-10 00:00:00+00:00,9492.236633300781,7020.786026000977,17899.859703063965
2007-06-17 00:00:00+00:00,9537.667617797852,7055.2471351623535,18012.31662750244
2007-06-24 00:00:00+00:00,9583.135501861572,7089.443771362305,18122.92218017578
2007-07-01 00:00:00+00:00,9628.8371925354,7122.846981048584,18233.4395904541
2007-07-08 00:00:00+00:00,9674.281471252441,7158.5775718688965,18345.830421447754
2007-07-15 00:00:00+00:00,9719.910934448242,7194.995792388916,18459.59513092041
2007-07-22 00:00:00+00:00,9765.793445587158,7232.939159393311,18572.367988586426
2007-07-29 00:00:00+00:00,9811.867321014404,7267.3385581970215,18678.976921081543
2007-08-05 00:00:00+00:00,9858.203731536865,7302.143486022949,18784.623428344727
2007-08-12 00:00:00+00:00,9904.304637908936,7337.274600982666,18890.93849182129
2007-08-19 00:00:00+00:00,9950.702987670898,7368.323984146118,18997.25355529785
2007-08-26 00:00:00+00:00,9997.206729888916,7401.057188034058,19106.228157043457
2007-09-02 00:00:00+00:00,10044.01411819458,7434.248815536499,19214.65908050537
2007-09-09 00:00:00+00:00,10091.178615570068,7470.5436153411865,19321.97332763672
2007-09-16 00:00:00+00:00,10138.181381225586,7507.720006942749,19431.366668701172
2007-09-23 00:00:00+00:00,10185.140575408936,7547.814435958862,19543.54515838623
2007-09-30 00:00:00+00:00,10232.230422973633,7587.794260025024,19656.17392730713
2007-10-07 00:00:00+00:00,10279.284648895264,7627.985662460327,19771.216438293457
2007-10-14 00:00:00+00:00,10326.338874816895,7670.1165561676025,19886.613327026367
2007-10-21 00:00:00+00:00,10373.980125427246,7711.374673843384,19997.093978881836
2007-10-28 00:00:00+00:00,10421.658840179443,7754.043321609497,20110.490394592285
2007-11-04 00:00:00+00:00,10469.510513305664,7798.748430252075,20222.100463867188
2007-11-11 00:00:00+00:00,10517.337120056152,7843.1009159088135,20329.23725128174
2007-11-18 00:00:00+00:00,10565.276557922363,7884.491270065308,20436.853874206543
2007-11-25 00:00:00+00:00,10613.447937011719,7927.556638717651,20543.245155334473
2007-12-02 00:00:00+00:00,10661.901348114014,7968.426862716675,20652.980339050293
2007-12-09 00:00:00+00:00,10710.050830841064,8009.332353591919,20764.376350402832
2007-12-16 00:00:00+00:00,10757.986316680908,8048.395330429077,20873.01163482666
2007-12-23 00:00:00+00:00,10806.123210906982,8088.066598892212,20982.93588256836
2007-12-30 00:00:00+00:00,10854.570137023926,8129.866876602173,21092.244178771973
2008-01-06 00:00:00+00:00,10903.541172027588,8174.598466873169,21197.107452392578
2008-01-13 00:00:00+00:00,10952.651126861572,8221.589040756226,21301.109886169434
2008-01-20 00:00:00+00:00,11002.083221435547,8264.922204971313,21399.108894348145
2008-01-27 00:00:00+00:00,11051.748905181885,8310.119932174683,21497.835159301758
2008-02-03 00:00:00+00:00,11101.389980316162,8354.179204940796,21601.41464996338
2008-02-10 00:00:00+00:00,11150.726749420166,8397.691652297974,21700.16316986084
2008-02-17 00:00:00+00:00,11199.670528411865,8440.495935440063,21800.44776916504
2008-02-24 00:00:00+00:00,11248.487522125244,8486.106016159058,21901.088607788086
2008-03-02 00:00:00+00:00,11298.00813293457,8533.724081039429,22000.3936920166
2008-03-09 00:00:00+00:00,11346.950401306152,8581.637979507446,22096.648811340332
2008-03-16 00:00:00+00:00,11396.204387664795,8632.21425819397,22192.82975769043
2008-03-23 00:00:00+00:00,11445.840175628662,8675.045427322388,22291.328887939453
2008-03-30 00:00:00+00:00,11495.386905670166,8719.041948318481,22389.40291595459
2008-04-06 00:00:00+00:00,11544.959114074707,8762.88607597351,22491.48910522461
2008-04-13 00:00:00+00:00,11594.69743347168,8806.11166191101,22590.957695007324
2008-04-20 00:00:00+00:00,11643.835330963135,8850.305395126343,22694.229598999023
2008-04-27 00:00:00+00:00,11692.845478057861,8890.940320968628,22798.336807250977
2008-05-04 00:00:00+00:00,11742.278064727783,8929.64793586731,22903.868339538574
2008-05-11 00:00:00+00:00,11791.909385681152,8970.847604751587,23007.453498840332
2008-05-18 00:00:00+00:00,11841.431697845459,9013.266412734985,23113.84267425537
2008-05-25 00:00:00+00:00,11891.069400787354,9056.070695877075,23216.4881439209
2008-06-01 00:00:00+00:00,11940.123649597168,9097.324159622192,23321.15464782715
2008-06-08 00:00:00+00:00,11989.397983551025,9139.178228378296,23422.793380737305
2008-06-15 00:00:00+00:00,12037.78413772583,9177.858949661255,23524.32772064209
2008-06-22 00:00:00+00:00,12086.511432647705,9217.158201217651,23622.94477081299
2008-06-29 00:00:00+00:00,12135.425327301025,9260.446542739868,23718.526428222656
2008-07-06 00:00:00+00:00,12184.336051940918,9302.641244888306,23813.19367980957
2008-07-13 00:00:00+00:00,12233.382453918457,9346.306085586548,23906.009735107422
2008-07-20 00:00:00+00:00,12282.028232574463,9388.931070327759,24000.4296875
2008-07-27 00:00:00+00:00,12330.686931610107,9428.60682106018,24094.474899291992
2008-08-03 00:00:00+00:00,12379.85899734497,9466.615228652954,24189.0297164917
2008-08-10 00:00:00+00:00,12428.966217041016,9499.155431747437,24285.99038696289
2008-08-17 00:00:00+00:00,12478.235580444336,9530.046220779419,24383.55061340332
2008-08-24 00:00:00+00:00,12527.537384033203,9563.653184890747,24480.721160888672
2008-08-31 00:00:00+00:00,12577.033805847168,9597.394605636597,24577.24713897705
2008-09-07 00:00:00+00:00,12626.821949005127,9626.662866592407,24670.497886657715
2008-09-14 00:00:00+00:00,12676.857517242432,9654.676136016846,24765.00023651123
2008-09-21 00:00:00+00:00,12726.743320465088,9686.230278015137,24858.5645904541
2008-09-28 00:00:00+00:00,12776.310073852539,9718.349178314209,24949.663940429688
2008-10-05 00:00:00+00:00,12825.968841552734,9744.390310287476,25032.840621948242
2008-10-12 00:00:00+00:00,12871.68705368042,9768.00213432312,25099.553825378418
2008-10-19 00:00:00+00:00,12919.875453948975,9787.445579528809,25169.817543029785
2008-10-26 00:00:00+00:00,12968.299137115479,9803.401936531067,25235.430206298828
2008-11-02 00:00:00+00:00,13016.088886260986,9822.182030677795,25308.42276763916
2008-11-09 00:00:00+00:00,13065.04008102417,9841.679266929626,25379.176483154297
2008-11-16 00:00:00+00:00,13114.129085540771,9860.100792884827,25444.472511291504
2008-11-23 00:00:00+00:00,13163.01471710205,9880.745451927185,25504.416412353516
2008-11-30 00:00:00+00:00,13212.681171417236,9904.563450813293,25572.328216552734
2008-12-07 00:00:00+00:00,13262.555786132812,9925.38739490509,25638.611793518066
2008-12-14 00:00:00+00:00,13312.660968780518,9951.087887763977,25705.694381713867
2008-12-21 00:00:00+00:00,13363.760856628418,9978.50055217743,25772.713577270508
2008-12-28 00:00:00+00:00,13415.489181518555,10007.410243034363,25838.950050354004
2009-01-04 00:00:00+00:00,13467.515106201172,10037.27910900116,25909.59418487549
2009-01-11 00:00:00+00:00,13519.25008392334,10065.346161842346,25977.297332763672
2009-01-18 00:00:00+00:00,13571.104076385498,10093.072573661804,26041.93790435791
2009-01-25 00:00:00+00:00,13622.389423370361,10123.676505088806,26105.09658432007
2009-02-01 00:00:00+00:00,13673.522705078125,10154.361121177673,26168.04248046875
2009-02-08 00:00:00+00:00,13724.495986938477,10186.112483024597,26234.1421585083
2009-02-15 00:00:00+00:00,13775.575481414795,10218.096907615662,26297.03488922119
2009-02-22 00:00:00+00:00,13826.661590576172,10251.291506767273,26355.869514465332
2009-03-01 00:00:00+00:00,13877.495510101318,10281.196228981018,26412.051963806152
2009-03-08 00:00:00+00:00,13928.252815246582,10310.670670509338,26464.42710494995
2009-03-15 00:00:00+00:00,13979.056732177734,10340.324400901794,26522.251010894775
2009-03-22 00:00:00+00:00,14030.346908569336,10373.985140800476,26580.963329315186
2009-03-29 00:00:00+00:00,14081.617107391357,10407.15285396576,26643.426036834717
2009-04-05 00:00:00+00:00,14132.738468170166,10438.411175727844,26707.917011260986
2009-04-12 00:00:00+00:00,14184.19409942627,10468.029047966003,26773.594303131104
2009-04-19 00:00:00+00:00,14235.562808990479,10495.791314125061,26840.243618011475
2009-04-26 00:00:00+00:00,14287.19227218628,10526.852423667908,26906.571491241455
2009-05-03 00:00:00+00:00,14338.73314666748,10556.470295906067,26973.84076309204
2009-05-10 00:00:00+00:00,14390.475284576416,10590.050351142883,27045.00584793091
2009-05-17 00:00:00+00:00,14442.532711029053,10623.800736427307,27112.902767181396
2009-05-24 00:00:00+00:00,14494.422424316406,10661.495385169983,27181.036945343018
2009-05-31 00:00:00+00:00,14546.399360656738,10701.081490516663,27251.857570648193
2009-06-07 00:00:00+00:00,14597.721977233887,10738.130722999573,27324.224285125732
2009-06-14 00:00:00+00:00,14649.33402633667,10773.575352668762,27396.996646881104
2009-06-21 00:00:00+00:00,14700.999919891357,10807.989094734192,27467.840183258057
2009-06-28 00:00:00+00:00,14753.291889190674,10843.128937721252,27538.529781341553
2009-07-05 00:00:00+00:00,14805.579788208008,10877.470963478088,27607.656887054443
2009-07-12 00:00:00+00:00,14858.32703781128,10908.971322059631,27675.360050201416
2009-07-19 00:00:00+00:00,14910.662242889404,10943.60915851593,27747.812259674072
2009-07-26 00:00:00+00:00,14963.213607788086,10979.376503944397,27823.289417266846
2009-08-02 00:00:00+00:00,15016.197208404541,11015.027310371399,27899.34386062622
2009-08-09 00:00:00+00:00,15068.50989151001,11050.866360664368,27977.23793411255
2009-08-16 00:00:00+00:00,15121.615478515625,11086.015164375305,28054.816387176514
2009-08-23 00:00:00+00:00,15174.761753082275,11121.24464893341,28134.07279586792
2009-08-30 00:00:00+00:00,15228.179134368896,11157.26298236847,28213.644779205322
2009-09-06 00:00:00+00:00,15281.726001739502,11197.620018959045,28292.200756072998
2009-09-13 00:00:00+00:00,15335.565288543701,11238.936230659485,28372.842609405518
2009-09-20 00:00:00+00:00,15389.350151062012,11280.100037574768,28455.376651763916
2009-09-27 00:00:00+00:00,15443.379825592041,11318.70904636383,28536.155155181885
2009-10-04 00:00:00+00:00,15497.517192840576,11357.040165901184,28615.41785812378
2009-10-11 00:00:00+00:00,15551.408992767334,11400.3285074234,28698.369541168213
2009-10-18 00:00:00+00:00,15605.328075408936,11443.697533607483,28782.581790924072
2009-10-25 00:00:00+00:00,15659.21305847168,11485.551602363586,28866.167629241943
2009-11-01 00:00:00+00:00,15713.418613433838,11523.53311252594,28946.257816314697
2009-11-08 00:00:00+00:00,15767.530460357666,11566.220852851868,29029.108959197998
2009-11-15 00:00:00+00:00,15821.936519622803,11610.844861030579,29113.88579940796
2009-11-22 00:00:00+00:00,15876.493087768555,11656.401158332825,29198.51568222046
2009-11-29 00:00:00+00:00,15931.432857513428,11701.95745563507,29283.253841400146
2009-12-06 00:00:00+00:00,15985.90943145752,11747.397221565247,29369.10566329956
