Date,Dow_Jones,RealEstate,SP500,Financials,Industrials,Staples,Utilities,Healthcare,Discretionary,NASDAQ,CorporateBonds (t-21),CorporateBonds (t-23),Dow_Jones (t-11),HighDividend (t-7),Gold (t-6),Gold (t-8),Gold (t-10),SP500 (t-12),SP500 (t-24),Utilities (t-10),Healthcare (t-13),NASDAQ (t-3),Federal Funds Effective Rate (t-11),1-Month Treasury Yield (t-13),1-Month Treasury Yield (t-14),5-Year Treasury Yield (t-19),20-Year Treasury Yield (t-18),20-Year Treasury Yield (t-20),30-Year Treasury Yield (t-10),15-Year Mortgage Rate (t-4),30-Year Mortgage Rate (t-4),30-Year Mortgage Rate (t-10),30-Year Mortgage Rate (t-22),10-Year Euro Gov Bond Yield (t-4),PPI (t-15),China CPI (t-24),US Dollar Index (t-2),Velocity of Money (t-10),Retail Sales (t-5),Retail Sales (t-9),Industrial Production (t-18),2y10y (t-24),2y20y (t-21),5y10y (t-21),5y10y (t-22),10y30y (t-12),Technology
2004-06-06,0.004696990850016292,-0.0007034943189370702,0.0010632480619994222,0.0013985075870019958,0.00739369632236242,0.007809370986920028,-0.006791367192131137,0.010728269361165443,0.0006330177576754359,-0.0040870950185231125,0.0,0.0,-0.004327716069412513,0.0,0.0,0.0,0.0,-0.03265171519743759,0.011786133045390779,-0.004979160370065627,0.01022005795495362,-0.007148199762626151,0.0,0.0,0.021505376344086002,0.00990099009900991,0.010101010101010166,-0.016064257028112428,0.004089979550102374,0.02073876279483755,0.01830282861896837,0.003717472118959231,0.0068846815834768815,0.0,0.0,0.0,0.0,0.0,0.0,-0.011379795883427857,0.0,-0.037190082644628086,0.009174311926605672,0.029607843137255174,0.020000000000000018,0.010598834128246137,-0.010422100749348906
2004-06-13,0.01548814147046107,-0.0020096809986714925,0.012126470055306093,0.007332463144774648,0.017614797344951416,0.009470405959223438,-0.00042710087648778483,-0.00032177979697511905,0.01391974470858326,0.010739808579939725,0.0,0.0,0.0025511331652456892,0.0,0.0,0.0,0.0,-0.010042680277911664,0.007346150179047717,0.012093027499297193,-0.04362937003621181,0.004117088523204693,0.010101010101010166,0.010526315789473717,0.0,0.035947712418300526,-0.010000000000000009,0.010204081632652962,0.044806517311609007,0.0068443239003986855,0.035947712418300526,0.012969847170590687,0.0034188034188034067,0.0,0.0,0.0,0.0,0.0025436850254367815,0.0,0.0,0.0,0.008583690987124193,-0.030303030303030498,0.029508833236264853,0.029607843137255174,-0.022770476898917202,0.022567468028032556
2004-06-20,0.0006269940358658577,0.014601941640432381,-0.002669453139767519,-0.006372164176255302,0.012561853467593309,-0.005672077937911579,0.01522447979721342,-0.004312624567078371,-0.0036821535536699646,-0.006570434418497029,0.0,0.0,0.027006183909099812,0.0,0.0,0.0,0.0,-0.0002701950292310906,0.013947388919169246,-0.007829228508438257,-0.019708738629860334,0.03904106278913333,0.0,-0.03124999999999989,0.010526315789473717,-0.01577287066246047,-0.0060606060606061,0.010101010101010166,0.007797270955165692,-0.002606960940294223,-0.006309148264984188,0.01974668969487614,-0.035775127768313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382978723404257,0.012499999999999956,-0.009516485629145477,0.029508833236264853,-0.022770476898917202,-0.012751148053343764
2004-06-27,-0.0016312353675875801,0.019392008645009007,0.001848192220557321,0.0028058802267991734,0.016059455910693243,-0.012914776610322587,0.008071219897931803,-0.01360978819125147,-0.0006273093730073676,0.019499373651790775,0.0,0.0,-0.002572216608144773,0.0,0.0,0.0,0.0,0.03251375687393754,0.010428478038148059,-0.02367036404003242,-0.005070857001653772,-0.0040870950185231125,0.010000000000000009,0.010752688172043001,-0.03124999999999989,-0.03525641025641035,0.008130081300812941,-0.010000000000000009,0.027079303675048294,0.003527336860670305,0.0031746031746031633,0.012880060756940037,-0.0035335689045937757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004098360655737432,-0.024691358024691357,-0.03883495145631033,-0.009516485629145477,-0.023965549522561025,0.01887693467044671
2004-07-04,-0.00980283360753198,0.018244535665422834,-0.008432987000140946,-0.004895298484568822,-0.016859867896856007,-0.0030523804687944134,-0.0004214454515327759,-0.010841170787880272,-0.018826270926595945,-0.009286702244668543,0.0,0.0,0.00028078255213115355,0.0,0.0,0.0,0.0,-0.0023548476626512604,0.016371607598847815,0.0017014524880083481,0.03635784955852239,0.010739808579939725,-0.01980198019801982,-0.010638297872340274,0.010752688172043001,0.023255813953488413,-0.022177419354838745,-0.0060606060606061,0.01318267419962349,-0.010544815465729385,-0.006329113924050667,0.008488964346349936,0.007092198581560183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03703703703703731,0.006329113924050667,0.010101010101009944,-0.03883495145631033,-0.020620748299319758,-0.01998951108074698
2004-07-11,-0.006405649189635931,-0.008716771421403702,-0.010187618012732491,-0.01651408430161594,0.0021435502912661164,0.002624434123460473,-0.005480627918167724,-0.014280997265629813,-0.017269038701622996,-0.03006492235724556,0.0,0.0,0.002484216675509243,0.0,0.0,0.0,0.0,-0.004722559345279209,0.0017505274550175809,-0.01146523657141374,-0.003278742821707814,-0.006570434418497029,0.0,0.0,-0.010638297872340274,0.00026427061310779765,-0.024742268041236914,0.008130081300812941,0.0018587360594795044,0.007104795737122638,0.0031847133757960666,0.011784511784511675,0.007042253521126751,0.0,0.0,0.0,0.0,0.0,0.00417385280895699,0.0,0.002225784440087919,0.017094017094017033,0.012578616352201033,0.040000000000000036,0.010101010101009944,-0.020833333333333814,-0.023383261607207273
2004-07-18,-0.005713616672520794,0.013189977050703794,-0.009129417532350637,-0.007860241939769308,0.0028523168278871136,-0.004799186021878676,0.020770928214080664,-0.012466230369632236,-0.013667357963838667,-0.032461059053262464,0.0,0.0,-0.024495034397511883,0.0,0.0,0.0,0.0,0.004656801765738239,-0.0083016678300879,-0.02319561549315774,0.035525949172241944,0.019499373651790775,0.04040404040404044,-0.021505376344086002,0.0,-0.025598511808476276,-0.010570824524313016,-0.022177419354838745,0.025974025974025983,0.005291005291005346,0.0031746031746031633,0.01830282861896837,-0.010489510489510412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025210084033613245,-0.0031055900621117516,-0.019230769230769718,0.040000000000000036,-0.042553191489361764,-0.037188267224561034
2004-07-25,-0.018485571267378487,-0.03076133986291074,-0.015806857934506757,-0.007562134458757308,-0.02204073161168385,-0.030249958792136433,-0.021594235801784323,-0.013305965496767547,-0.005938880152084769,-0.018086747286291116,0.0,0.0,-0.011722977636785314,0.0,0.0,0.0,0.0,-0.029730504506444322,0.008547872799955947,-0.008355581182039828,-0.004129298149523342,-0.009286702244668543,-0.03883495145631066,-0.03273071015006501,-0.021505376344086002,-0.010571871781836217,0.0,-0.024742268041236914,0.010849909584086825,-0.010526315789473717,-0.011075949367088667,0.035947712418300526,-0.014134275618374548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012931034482758452,-0.006230529595015688,-0.029223227752639358,-0.019230769230769718,-0.043498817966903136,-0.002645130436735532
2004-08-01,0.019335471384744896,0.007859612575601638,0.017254061955931377,0.01487644919988207,0.012722536353313219,-0.007685128190365376,0.023769340265105354,0.0,0.00995686371304405,0.0013049653340421186,0.0,0.0,-0.0069213073326637176,0.0,0.0,0.0,0.0,-0.009012715411562233,0.005941072087357169,-0.0004429490638686584,-0.015630033560231515,-0.03006492235724556,0.030303030303030276,-0.04395604395604402,-0.03273071015006501,0.0073260073260073,0.007478632478632563,-0.010570824524313016,-0.01073345259391767,-0.0035460992907800915,-0.006399999999999961,-0.006309148264984188,0.0,-0.023184621617971413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,-0.00940438871473337,-0.01480015082956232,-0.029223227752639358,-0.04444444444444451,0.01432718067699884
2004-08-08,-0.03321856501299447,0.010858766302226153,-0.03599766159653317,-0.022523875855797848,-0.041277209029109696,-0.015945354591341165,0.009535970616001865,-0.03596119301752987,-0.041077804566377885,0.004813375140609366,0.0,0.0,-0.0035010803892888687,0.0,0.0,0.0,0.0,0.0007277281172215488,-0.0021711270391389093,0.04525245395087185,0.006480818309999803,-0.032461059053262464,-0.02941176470588236,-0.033333333333333326,-0.04395604395604402,0.014572094572094518,0.014520885999759314,0.0,-0.019891500904159143,-0.03558718861209964,-0.032206119162640934,0.0031746031746031633,0.0017921146953405742,0.0,0.0,0.0,0.0,0.0,0.011350318336835308,0.00417385280895699,0.0040753248858509394,0.0,-0.006329113924050778,0.00480769230769218,-0.01480015082956232,-0.0374999999999992,0.007743249636335825
2004-08-15,0.0033536693407145712,0.0022553330393980664,0.0031818474032114796,0.006217643939917972,0.0011227723544475765,0.02175914224445208,0.0049275752022455155,0.013271266314182517,-0.023109179149643555,-0.011069927673156621,0.0,0.0,0.02384695464727349,0.0,0.0,0.0,0.0,-0.002089788888344102,0.0012182128346411858,-0.006791367192131137,-0.011590323897318622,-0.018086747286291116,0.030303030303030276,-0.033333333333333326,-0.033333333333333326,0.02202020202020205,0.02291526939414268,0.007478632478632563,0.022140221402213944,-0.0036900369003689537,-0.0016638935108153063,-0.006329113924050667,-0.03220035778175312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00851063829787213,-0.006369426751592355,0.0,0.00480769230769218,-0.02524350649350654,0.008991161525341351
2004-08-22,0.02884585004833551,0.0026255248009431353,0.03069273898556446,0.0396224193858159,0.031787216432821674,0.01359365065311402,0.009808049039786715,0.0332740339928328,-0.00027443987004116543,0.0010128283618986988,0.0,0.0,0.004696990850016292,0.0,0.0,0.0,0.0,0.02777463247470613,0.011824041112747707,-0.00042710087648778483,-0.017589955114181932,0.0013049653340421186,-0.02941176470588236,-0.000183150183150238,-0.033333333333333326,0.022222222222222365,0.031746031746031855,0.014520885999759314,-0.005415162454873723,-0.0018518518518519933,-0.0033333333333332993,0.0031847133757960666,-0.005545286506469571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021459227467811037,0.012820512820512997,-0.009523809523809268,0.0,-0.01298701298701388,0.033795315568744266
2004-08-29,0.008987503247520845,0.016711568262457566,0.008779969327076032,0.010489157071217559,0.01123606477796213,0.0026817101604141858,0.003641973010674482,0.014046019070430571,0.00702982244595407,0.0018192383490917563,0.0,0.0,0.01548814147046107,0.0,0.0,0.0,0.0,0.0010632480619994222,-0.03265171519743759,0.01522447979721342,0.01989414992446159,0.004813375140609366,0.010101010101010166,0.02712181435585681,-0.000183150183150238,0.022222222222222365,0.013461538461538414,0.02291526939414268,-0.00907441016333932,0.01855287569573294,0.01672240802675584,0.0031746031746031633,0.003717472118959231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017543859649122973,-0.015822784810126778,-0.0384615384615381,-0.009523809523809268,-0.00649350649350694,0.009646483169952758
2004-09-05,0.006852060756404654,0.02182398669959884,0.006012313242929279,0.006228734511697143,0.010394728497910899,0.012037264146184334,0.014516385723777336,0.005067785935624514,0.009467970899081246,-0.009457107698770506,0.0,0.0,0.0006269940358658577,0.0,0.0,0.0,0.0,0.012126470055306093,-0.010042680277911664,0.008071219897931803,0.010728269361165443,-0.011069927673156621,0.005050505050505083,0.02712181435585681,0.02712181435585681,0.013966480446927276,0.007590132827324458,0.031746031746031855,-0.009157509157509125,-0.016393442622950838,-0.014802631578947345,-0.011075949367088667,0.012969847170590687,0.0,0.0,0.0,0.0,0.0,0.0,0.011350318336835308,0.0,0.0,0.016077170418006714,-0.010000000000000675,-0.0384615384615381,0.0,-0.016454286282833408
2004-09-12,0.0035964988300545286,-0.0067877152023496645,0.008383488384344773,0.00825240807426475,0.0060301209472730655,-0.013656070000043985,0.003974772441528218,-0.0010086770693635838,0.007438360279631073,0.027015786916991358,0.0,0.0,-0.0016312353675875801,0.0,0.0,0.0,0.0,-0.002669453139767519,-0.0002701950292310906,-0.0004214454515327759,-0.00032177979697511905,0.0010128283618986988,0.0,0.015540258656654093,0.02712181435585681,0.013966480446927276,0.04143126177024503,0.013461538461538414,-0.020332717190388205,-0.029629629629629672,-0.0233722871452422,-0.006399999999999961,0.01974668969487614,0.0,0.0,0.0,0.0,0.003640375068946655,0.0,0.0,0.0,0.008928571428571397,0.009620863690016024,-0.010050505050505254,-0.010000000000000675,0.013513513513513153,0.03777603506623084
2004-09-19,-0.0010606185716247607,-0.002732756942287029,0.0049621321778798855,0.002332375454089597,0.011639289560847477,-0.00922588783303413,0.00436405871968315,0.007377813886290552,0.010147637460685255,0.008330160712062495,0.0,0.0,-0.00980283360753198,0.0,0.0,0.0,0.0,0.001848192220557321,0.03251375687393754,-0.005480627918167724,-0.004312624567078371,0.0018192383490917563,-0.008000000000000007,0.009803921568627416,0.015540258656654093,0.0019327351729586106,0.001808318264014508,0.007590132827324458,0.0018867924528300772,-0.009541984732824416,-0.006837606837606813,-0.032206119162640934,0.012880060756940037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013274336283185972,0.0049379831789992945,-0.0050505050505049165,-0.010050505050505254,0.013513513513513153,0.0015604924370618
2004-09-26,-0.02223140416278202,-0.010472620187281012,-0.01493584944601456,-0.0263428584750226,-0.021336380470273864,-0.02535059160409403,-0.011923737661410971,-0.0227807393366265,-0.007001894409487619,-0.016025415503618246,0.0,0.0,-0.006405649189635931,0.0,0.0,0.0,0.0,-0.008432987000140946,-0.0023548476626512604,0.020770928214080664,-0.01360978819125147,-0.009457107698770506,-0.0040000000000000036,-0.00873440285204996,0.009803921568627416,-0.006326015254586648,-0.0072202166064981865,0.04143126177024503,-0.016949152542372836,0.0038535645472059787,0.001721170395869276,-0.0016638935108153063,0.008488964346349936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017467248908296984,-0.01497762863534663,0.0,-0.0050505050505049165,0.006756756756756577,-0.015057130419248499
2004-10-03,0.014297315690264822,0.031007541259211457,0.019648149776992918,0.016865240065527365,0.028592216538544823,0.0162558637364556,0.01568805928492978,-0.003771231826063426,0.012500167889160085,0.033370917144582846,0.0,0.0,-0.005713616672520794,0.0,0.0,0.0,0.0,-0.010187618012732491,-0.004722559345279209,-0.021594235801784323,-0.010841170787880272,0.027015786916991358,0.0,-0.027272727272727337,-0.00873440285204996,-0.0025510204081632404,-0.020000000000000018,0.001808318264014508,0.00957854406130254,-0.011516314779270509,-0.0085910652920963,-0.0033333333333332993,0.011784511784511675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010879547200929651,-0.036666666666666514,0.0,0.0,0.012195121951219856,0.03321025949354839
2004-10-10,-0.01429138037646327,0.0010869662790387036,-0.010031093345946429,-0.0031097026446708087,-0.014246331352325337,-0.012339443187589505,0.01108918728787045,-0.03578801879842719,-0.0015825057036994439,-0.011445773364033407,0.0,0.0,-0.018485571267378487,0.0,0.0,0.0,0.0,-0.009129417532350637,0.004656801765738239,0.023769340265105354,-0.014280997265629813,0.008330160712062495,0.008064516129032251,-0.009250398724082953,-0.027272727272727337,-0.025575447570332477,0.02226345083487935,-0.0072202166064981865,0.007590132827324458,0.013592233009708687,0.010398613518197708,0.01672240802675584,0.01830282861896837,0.0,0.0,0.0,0.0,0.0,0.020117762512266824,0.0,-0.0005112496448160808,0.008995237815274226,0.02076124567474058,-0.022988505747126964,0.0,0.024390243902439712,-0.0030611118538640403
2004-10-17,-0.012215439450431242,0.015745356871484262,-0.0111099405844588,-0.027382719001135425,-0.008107008808878047,-0.004627379180360824,0.0019582578702350695,-0.011063098264312177,-0.003487895951273745,-0.004411512071734736,0.0,0.0,0.019335471384744896,0.0,0.0,0.0,0.0,-0.015806857934506757,-0.029730504506444322,0.009535970616001865,-0.012466230369632236,-0.016025415503618246,0.03200000000000003,0.00877192982456143,-0.009250398724082953,0.04199475065616798,0.001814882032667775,-0.020000000000000018,-0.03389830508474567,-0.01724137931034475,-0.013722126929674117,-0.014802631578947345,0.035947712418300526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00891645069727276,-0.016949152542372947,-0.01149425287356326,-0.022988505747126964,-0.02380952380952439,-0.004606245725728986
2004-10-24,-0.0163401808428274,-0.005790517331615952,-0.011414850830431589,-0.0235214717776846,-0.012793461148272844,-0.0060441656962509915,0.0031274658712188153,-0.02417920837060772,-0.0044544099697422235,0.0019042713305976733,0.0,0.0,-0.03321856501299447,0.0,0.0,0.0,0.0,0.017254061955931377,-0.009012715411562233,0.0049275752022455155,-0.013305965496767547,0.033370917144582846,0.02762790697674422,0.02064612751390671,0.00877192982456143,0.007556675062972307,-0.016304347826086918,0.02226345083487935,-0.0038986354775827348,-0.005847953216374324,-0.008695652173912993,-0.0233722871452422,-0.006309148264984188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031531531531531654,-0.017241379310344973,-0.01149425287356326,-0.01149425287356326,-0.018002322880371846,-0.001542263725813342
2004-10-31,0.02680057863294638,0.017114170082939806,0.029184510413911458,0.04416070015475837,0.032037706751810946,0.019644192083006384,0.023772489012918507,0.0410501676949806,0.03739209110636832,0.031250966053740115,0.0,0.0,0.0033536693407145712,0.0,0.0,0.0,0.0,-0.03599766159653317,0.0007277281172215488,0.009808049039786715,0.0,-0.011445773364033407,0.018384663733501005,0.03252032520325199,0.02064612751390671,-0.015000000000000013,-0.011049723756906049,0.001814882032667775,0.005870841487279677,0.0039215686274509665,0.0035087719298245723,-0.006837606837606813,0.0031746031746031633,-0.0327175498298492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488413,-0.01403508771929829,-5.551115123125783e-17,-0.01149425287356326,-0.006097560975609206,0.027806327571403555
2004-11-07,0.038254566279957825,0.008953502313415185,0.03604225421462992,0.0283122034659975,0.040111174174643605,0.04357834824779916,0.025504153136437946,0.020604196738485347,0.03604446877286649,0.032379886221238996,0.0,0.0,0.02884585004833551,0.0,0.0,0.0,0.0,0.0031818474032114796,-0.002089788888344102,0.003641973010674482,-0.03596119301752987,-0.004411512071734736,0.013423423423423508,0.001554280248684814,0.03252032520325199,-0.018921319796954328,-0.027932960893854775,-0.016304347826086918,-0.0077821011673151474,0.0234375,0.0174825174825175,0.001721170395869276,-0.006329113924050667,0.0,0.0,0.0,0.0,0.0,0.006740829435864848,0.020117762512266824,0.0074196039072991216,-0.01818181818181841,-0.03558718861209964,-0.018518518518518712,-5.551115123125783e-17,0.005617977528089679,0.03557126518321563
2004-11-14,0.013722125181884648,-0.015379604934489643,0.01287554172110772,0.013935927538754722,0.024815941948676867,0.009670284657711248,0.03266576545381472,0.0038288046509766804,0.017246393043602204,0.022756995212116493,0.0,0.0,0.008987503247520845,0.0,0.0,0.0,0.0,0.03069273898556446,0.02777463247470613,0.014516385723777336,0.013271266314182517,0.0019042713305976733,0.01333333333333342,-0.007130124777183611,0.001554280248684814,-0.008658888857727753,0.0019157088122607746,-0.011049723756906049,0.007843137254901933,-0.019083969465648942,-0.013745704467354014,-0.0085910652920963,0.0031847133757960666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01851851851851838,-0.03321033210332103,-0.03703703703703687,-0.018518518518518712,0.01123595505617847,0.018868407709518698
