Date,Dow_Jones,FTNT,Gold,RealEstate,SP500,Materials,Energy,Financials,Industrials,Staples,Utilities,Healthcare,Discretionary,15-Year Mortgage Rate,US Dollar Index,HighDividend (t-1),HighDividend (t-3),HighDividend (t-4),HighDividend (t-5),HighDividend (t-6),HighDividend (t-7),HighDividend (t-8),HighDividend (t-9),HighDividend (t-10),HighDividend (t-11),HighDividend (t-12),HighDividend (t-13),HighDividend (t-14),HighDividend (t-15),HighDividend (t-16),HighDividend (t-18),HighDividend (t-19),HighDividend (t-20),HighDividend (t-21),HighDividend (t-22),HighDividend (t-23),FTNT (t-6),FTNT (t-16),RealEstate (t-3),RealEstate (t-5),RealEstate (t-22),SP500 (t-13),Materials (t-4),Financials (t-6),Financials (t-8),Financials (t-10),Industrials (t-3),Industrials (t-12),Staples (t-18),Utilities (t-21),Discretionary (t-9),30-Year Mortgage Rate (t-16),10-Year India Gov Bond Yield (t-4),PPI (t-9),PPI (t-14),PPI (t-23),Government Debt (t-7),Government Debt (t-14),Debt Service vs Disposable Income (t-4),US Dollar Index (t-19),Housing Starts (t-14),2y20y (t-24),10yTrea30yFRM (t-2),HighDividend
2004-05-23,-0.0035015460173788426,0.0,0.0,0.015011780294214017,-0.002090385313316512,0.00945300964049367,-0.024790563080453132,0.005405824089439681,0.0019105607178462325,-0.0022004978891863036,-0.00044378573039294267,-0.017589479357965176,0.0026308666702754557,-0.002606960940294223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014814403901542872,-0.03029956670057432,0.008414725023597747,-0.0021714020021177394,0.00021421203457222537,-0.002365054575637293,-0.01126254257909498,-0.029218022356126694,-0.03367486713056822,-0.005928410134425577,0.007465859814544951,0.01758995079876735,-0.005366776602393264,0.007092198581560183,0.0,0.0,0.0,0.0,0.020090539032862953,0.0,0.0,0.0,0.0,0.022292993630573132,0.010273972602739767,0.0
2004-05-30,0.023847576640079637,0.0,0.0,0.011194534048918348,0.027775345936305484,0.04315943987755011,0.02198564618747345,0.025089553609459525,0.03165575980092861,0.016762175811550817,0.04525328971805154,0.019893738801230576,0.036077276741150355,0.003527336860670305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022019551522260872,-0.025773596804104515,0.008140715334589821,0.0012185694130379954,-0.02165095766485675,-0.02235029973810676,0.021746381383519697,-0.004648966739827176,-0.006818284910752759,0.007454344356931042,0.006021519842979162,0.005618070029433708,0.003853905732067009,0.007042253521126751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02180685358255463,0.010273972602739767,0.0
2004-06-06,0.004697355297144545,0.0,0.0,-0.0007032684137530665,0.0010634314459687655,-0.010148055651810983,-0.0023533046763623,0.001398643990435433,0.007393619114454575,0.007809187419890451,-0.006791330970003395,0.010728283488341095,0.0006333608710982208,-0.010544815465729385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00823745846467494,-0.014814403901542872,-0.0009082783808080919,0.011824268565874707,-0.011594391508559121,-0.008658985527729146,-0.002365054575637293,-0.01126254257909498,-0.0019069174363003372,-0.03995524612316759,0.0027624786078850327,0.0008595957881507577,0.029430369328186545,-0.010489510489510412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0335365853658538,0.0051369863013698835,0.0
2004-06-13,0.015488134672006382,0.0,0.0,-0.0020095028015897354,0.012125945964100326,0.014195296260293366,0.01886812956222128,0.007332869479661941,0.017614532711744513,0.009470359068232348,-0.0004270257317982029,-0.00032165132758898984,0.013919333092874409,0.007104795737122638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015011780294214017,-0.022019551522260872,0.0007066099661352521,-0.032651968331784964,0.013328276847463405,-0.017470153547720302,-0.02235029973810676,0.021746381383519697,0.0019105607178462325,-0.0003910430558985434,0.029384617006187108,0.001717067146946638,-0.005593386670013412,-0.014134275618374548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04552590266875978,0.0,0.0025684931506849418,0.0
2004-06-20,0.0006271582356933703,0.0,0.0,0.014602141741592689,-0.002668970977601104,0.014060266259207532,0.036518872599262675,-0.00637199368377761,0.012560968977896492,-0.005671786465427875,0.015223919945621889,-0.004312802630237589,-0.003682085276696334,0.005291005291005346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011194534048918348,0.00823745846467494,0.001009882132898543,-0.010043370399303142,0.00945300964049367,-0.023470919458769113,-0.008658985527729146,-0.002365054575637293,0.03165575980092861,0.005415727281462113,-0.0004462818598369722,0.019717113774992745,-0.003437936744097869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03154574132492116,-0.006211180124223725,0.0
2004-06-27,-0.0016311338861904057,0.0,0.0,0.019391409058185927,0.0018476124699049468,0.013867889819561663,0.009609014841371666,0.0028051670861697353,0.016060260431799422,-0.012914660537121758,0.008071344556240811,-0.013609768701591585,-0.000626806785643641,-0.010526315789473717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007032684137530665,0.015011780294214017,0.013615626256552327,-0.00026964385893335496,0.04315943987755011,0.010559986120768139,-0.017470153547720302,-0.02235029973810676,0.007393619114454575,0.03347433181619275,0.020526911828725236,0.0008410448936253534,0.011602666598960587,0.0017921146953405742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605672,-0.006938747607328627,0.0
2004-07-04,-0.009803020486015002,0.0,0.0,0.018244335380271037,-0.008432878806377997,-0.006838549185285259,0.003806963033535782,-0.004894747476136274,-0.01685977066934119,-0.0030525205114355636,-0.0004217312583988386,-0.01084106169566601,-0.018826925989798182,-0.0035460992907800915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020095028015897354,0.011194534048918348,0.02796081088382807,0.03251315378996633,-0.010148055651810983,0.005405824089439681,-0.023470919458769113,-0.008658985527729146,0.017614532711744513,0.0033510162134693378,0.006558616473894219,-0.010920197187940905,-0.02696885737289134,-0.03220035778175312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030303030303030498,-0.0014551349662098034,0.0
2004-07-11,-0.0064058675324997205,0.0,0.0,-0.008716882406116122,-0.010187744631055096,-0.000765095466912169,0.009165903399809494,-0.016514749104460935,0.002143748035729365,0.0026243314224270176,-0.00547981536703368,-0.01428101404236326,-0.017268606875617265,-0.03558718861209964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014602141741592689,-0.0007032684137530665,0.017326373864972933,-0.0023548704797111686,0.014195296260293366,0.025089553609459525,0.010559986120768139,-0.017470153547720302,0.012560968977896492,0.005565996864041578,0.004778095871267096,0.00934209294374111,-0.033449718011888674,-0.005545286506469571,0.0,0.0,0.0,0.0,0.0,0.020090539032862953,0.0,0.0,0.0025025025025025016,0.012499999999999956,0.009512090316027844,0.0
2004-07-18,-0.0057140379629389,0.0,0.0,0.01319007136456496,-0.009129195193654627,0.008422716568253108,0.02254907671871509,-0.007859766752031594,0.0028515916891511672,-0.0047990078546866766,0.020770951581199126,-0.012466276508911633,-0.013667265827967623,-0.0036900369003689537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019391409058185927,-0.0020095028015897354,-0.006185097985866306,-0.004721244876491726,0.014060266259207532,0.001398643990435433,0.005405824089439681,-0.023470919458769113,0.016060260431799422,0.008117587020944006,-0.022048969983995748,-0.005469168637011079,0.0023069673226518983,0.003717472118959231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024691358024691357,0.009512090316027844,0.0
2004-07-25,-0.01848495831823127,0.0,0.0,-0.030761418085528458,-0.015806853423132372,-0.034168312705419424,-0.02480806091516996,-0.007562252996498597,-0.022040117354285127,-0.030249467547117437,-0.021594409312923557,-0.013305644789132431,-0.005938460252767452,-0.0018518518518519933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018244335380271037,0.014602141741592689,0.0001917351934581646,0.00465607632586984,0.013867889819561663,0.007332869479661941,0.025089553609459525,0.010559986120768139,-0.01685977066934119,-0.03367486713056822,0.0014070938351602447,0.026227211113510895,0.0026308666702754557,0.012969847170590687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050667,0.009144323071830662,0.0
2004-08-01,0.01933457775983327,0.0,0.0,0.00785990700838246,0.01725390924055281,0.028695120976489852,-0.002824985211184239,0.014876474689032193,0.012722500722240904,-0.007685532327396549,0.02376917220745378,0.0,0.00995664122868023,0.01855287569573294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008716882406116122,0.019391409058185927,0.006700563255116698,-0.029731634633373694,-0.006838549185285259,-0.00637199368377761,0.001398643990435433,0.005405824089439681,0.002143748035729365,-0.006818284910752759,-0.004430933250234692,0.014839055480330154,0.036077276741150355,0.01974668969487614,0.0,0.0,0.0,0.0,0.0,0.0,0.008784070540432731,0.0,0.0,0.012578616352201033,-0.0065789473684209065,0.0
2004-08-08,-0.033218770818718046,0.0,0.0,0.010859119828154906,-0.03599792996240203,-0.04126932786219084,0.012812029947432135,-0.02252410802245408,-0.04127783351942382,-0.01594522411680188,0.009535519890406574,-0.03596140386279223,-0.04107801649587817,-0.016393442622950838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01319007136456496,0.018244335380271037,0.03784382500954808,-0.009011254496953391,-0.000765095466912169,0.0028051670861697353,0.007332869479661941,0.025089553609459525,0.0028515916891511672,-0.0019069174363003372,0.015576457308659863,-0.024776500423314807,0.0006333608710982208,0.012880060756940037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031055900621117516,0.0,0.0
2004-08-15,0.0033543231992947398,0.0,0.0,0.002255520287474333,0.003182218528706704,-0.019837491632239412,0.00789106998273681,0.0062179148117667005,0.0011234995020996674,0.02175907305669833,0.004928260915099347,0.013270937056686805,-0.023109061844211243,-0.029629629629629672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030761418085528458,-0.008716882406116122,-0.015575160320465686,0.000727383211230892,0.008422716568253108,-0.004894747476136274,-0.00637199368377761,0.001398643990435433,-0.022040117354285127,0.0019105607178462325,0.0004387164767833962,0.011946241207548391,0.013919333092874409,0.008488964346349936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006230529595015688,-0.006666666666666543,0.0
2004-08-22,0.028845071468816874,0.0,0.0,0.0026256255224867964,0.030693447642778926,0.006657525191775093,0.00931617056341083,0.03962211367316493,0.03178734818665041,0.013593173834455685,0.009808260330415264,0.03327487741316615,-0.0002741392637564122,-0.009541984732824416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00785990700838246,0.01319007136456496,0.02010228475502074,-0.002090385313316512,-0.034168312705419424,-0.016514749104460935,0.0028051670861697353,0.007332869479661941,0.012722500722240904,0.03165575980092861,0.01095022049569172,-0.004979118660520143,-0.003682085276696334,0.011784511784511675,0.0,0.0,0.0,0.0,0.014395542685345042,0.0,0.0,0.0,0.0,-0.00940438871473337,-0.0002564102564102666,0.0
2004-08-29,0.008988493707891454,0.0,0.0,0.016711374324574924,0.008779332825777475,0.01090473965373362,0.004773617901174587,0.010489448586808559,0.011235792831158609,0.002681745833307936,0.003641743689695831,0.014045588305951151,0.007029723306336999,0.0038535645472059787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010859119828154906,-0.030761418085528458,-0.009018036957277986,0.027775345936305484,0.028695120976489852,-0.007859766752031594,-0.004894747476136274,-0.00637199368377761,-0.04127783351942382,0.007393619114454575,0.00823179855889089,0.012093661629318353,-0.000626806785643641,0.01830282861896837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006329113924050778,0.009574813372281499,0.0
2004-09-05,0.006852338109775369,0.0,0.0,0.021823418350970014,0.0060115539249758765,0.010088773521629069,0.040228155771038665,0.00622865040709919,0.010394593387643702,0.012037584189482864,0.014516062450193656,0.005067402549592703,0.009467617947642504,-0.011516314779270509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002255520287474333,0.00785990700838246,0.005607393446331377,0.0010634314459687655,-0.04126932786219084,-0.007562252996498597,-0.016514749104460935,0.0028051670861697353,0.0011234995020996674,0.017614532711744513,-0.003867412403135817,-0.007828888072801576,-0.018826925989798182,0.035947712418300526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006369426751592355,0.006329113924050445,0.0
2004-09-12,0.0035962963604063702,0.0,0.0,-0.006787489271756431,0.00838420838420828,-0.008878956633130097,0.008526453399194889,0.00825296067312764,0.006030384391987775,-0.01365626762785277,0.003974815113821251,-0.0010084413150364124,0.0074387814501513105,0.013592233009708687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026256255224867964,0.010859119828154906,-0.007296356373551693,0.012125945964100326,-0.019837491632239412,0.014876474689032193,-0.007859766752031594,-0.004894747476136274,0.03178734818665041,0.012560968977896492,-0.01035365425184065,-0.023670979545499016,-0.017268606875617265,-0.006309148264984188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012820512820512997,0.006289308176101072,0.0
2004-09-19,-0.0010615901624607682,0.0,0.0,-0.0027329906219139,0.004961751983764806,-0.006552246054518651,0.028238032112881895,0.002331549301692437,0.011638688749352033,-0.009226236201755444,0.0043642228878526534,0.0073776336587998426,0.01014744408823276,-0.01724137931034475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016711374324574924,0.002255520287474333,-0.03029956670057432,-0.002668970977601104,0.006657525191775093,-0.02252410802245408,-0.007562252996498597,-0.016514749104460935,0.011235792831158609,0.016060260431799422,-0.009590419727716126,0.0017011451555004609,-0.013667265827967623,0.0031746031746031633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015822784810126778,-0.01875000000000071,0.0
2004-09-26,-0.02223029748909644,0.0,0.0,-0.010472655061397607,-0.014935743126948564,-0.00478596617645588,0.02063673928029841,-0.026342510541515818,-0.021335924578265386,-0.025350396329898772,-0.011923291846732242,-0.022780497013713985,-0.007001846151655,-0.005847953216374324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021823418350970014,0.0026256255224867964,-0.025773596804104515,0.0018476124699049468,0.01090473965373362,0.0062179148117667005,0.014876474689032193,-0.007859766752031594,0.010394593387643702,-0.01685977066934119,-0.0022004978891863036,-0.011464361247695898,-0.005938460252767452,-0.006329113924050667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016077170418006714,0.025477707006370087,0.0
2004-10-03,0.014296904181248626,0.0,0.0,0.03100793885390285,0.01964842521290211,-0.002412489014232022,0.023396730247196018,0.01686528471573423,0.028591577658912515,0.016256284399331467,0.015687501507453128,-0.0037709074316598645,0.012500031179728754,0.0039215686274509665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006787489271756431,0.016711374324574924,-0.014814403901542872,-0.008432878806377997,0.010088773521629069,0.03962211367316493,-0.02252410802245408,-0.007562252996498597,0.006030384391987775,0.002143748035729365,0.016762175811550817,-0.023196080720972234,0.00995664122868023,0.0031847133757960666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009620863690016024,0.03726708074534146,0.0
