Date,Dow_Jones,HighDividend,RealEstate,Industrials,Technology,Utilities,Healthcare,NASDAQ,10-Year Treasury Yield,15-Year Mortgage Rate,US Dollar Index,3m5y,Dow_Jones (t-7),Dow_Jones (t-14),Dow_Jones (t-23),Gold (t-3),Gold (t-22),RealEstate (t-1),RealEstate (t-18),SP500 (t-1),SP500 (t-22),Materials (t-21),Energy (t-4),Energy (t-5),Energy (t-7),Financials (t-1),Financials (t-2),Financials (t-3),Financials (t-10),Financials (t-13),Financials (t-22),Industrials (t-1),Industrials (t-6),Industrials (t-14),Healthcare (t-12),Discretionary (t-4),Discretionary (t-5),Discretionary (t-6),Discretionary (t-15),NASDAQ (t-10),NASDAQ (t-17),NASDAQ (t-22),10-Year Treasury Yield (t-19),2-Year Treasury Yield (t-16),Federal Funds Effective Rate (t-24),1-Month Treasury Yield (t-17),3-Month Treasury Yield (t-3),5-Year Treasury Yield (t-4),20-Year Treasury Yield (t-12),20-Year Treasury Yield (t-13),20-Year Treasury Yield (t-17),20-Year Treasury Yield (t-19),30-Year Treasury Yield (t-11),30-Year Treasury Yield (t-22),15-Year Mortgage Rate (t-19),3-Month Euro Gov Bond Yield (t-8),10-Year India Gov Bond Yield (t-24),CPI (t-10),CPI (t-24),PPI (t-16),Europe CPI (t-3),Real GDP (t-15),Consumer Confidence Index (t-7),Consumer Confidence Index (t-24),US Dollar Index (t-1),US Dollar Index (t-9),Building Permits (t-4),3m5y (t-8),3m5y (t-11),2y10y (t-5),2y20y (t-3),Staples
2004-05-23,-0.003501663890656981,0.0,0.015011955499112384,0.0019102421348953236,0.006169546898740164,-0.0004432051146965321,-0.017589309290698685,0.004117088523204693,-0.006263048016701522,-0.002606960940294223,0.0,-0.0016120079832775969,0.02700461031056789,0.006508953130990092,0.018521674072851324,0.0,0.0,0.008237020242155557,0.001010207980162381,0.0007276852496198583,0.011785963081760942,0.016506718066069404,-0.014407347437762064,0.033852742453733375,0.025704226391798368,0.010560624361710902,-0.023470436498372882,-0.017470224264050982,-0.029218246321534025,-0.0010064614684787143,0.01442405520402934,-0.0019066000671126293,0.0033504991588404476,0.002212728630931915,-0.00031974871948770023,0.011602589236435534,-0.0034376326808771562,-0.005593463303838697,0.008623036940373696,-0.030718452193057355,-0.007750597559757155,0.0010364389590815648,-0.017031630170316392,-0.016080562659846587,-0.02970297029702973,-0.012499999999999956,0.021276595744680882,0.013966480446927276,-0.022177419354838745,0.008130081300812941,0.010204081632652962,-0.04414587332053732,-0.019960079840319334,-0.02294455066921608,0.003883495145631022,0.0,0.0,0.0,0.0032449972958354945,0.0,0.0,0.0,-0.01670146137787054,0.033482142857142794,0.0,0.0,0.0,0.02511158972438121,-0.04205607476635531,0.010879547200929651,-0.01497762863534663,-0.0022000187792282633
2004-05-30,0.023847457936953864,0.0,0.011195369109303965,0.031655227841562494,0.029637406573671754,0.04525269742910054,0.019893300443588835,0.03904106278913333,-0.021008403361344463,0.003527336860670305,0.0,-0.0030379177136855007,-0.0025720035258434137,-0.00012155837161431648,0.02242882182026351,0.0,0.0,0.015011955499112384,0.013615784583626445,-0.002090184247062199,0.007346427402739941,0.003021276675750695,-0.008637389613680657,-0.014407347437762064,0.014074356696371915,0.005405380195801834,0.010560624361710902,-0.023470436498372882,-0.004649144977251551,0.003694588112379771,0.0065264402780425,0.0019102421348953236,0.005565895150269506,-0.006990736125834229,0.010220390235074817,-0.02696817699021381,0.011602589236435534,-0.0034376326808771562,0.004750040945962208,-0.02230026764405091,-0.027176904263893964,0.011337656659464734,-0.0023276962732770023,-0.03879575042986988,0.010204081632652962,-0.012499999999999956,0.0,0.013966480446927276,-0.024742268041236914,-0.022177419354838745,0.010101010101010166,-0.016064257028112428,-0.004073319755600879,0.007827788649706457,-0.03868471953578345,0.009858044164037905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03426670015067801,0.02259887005649719,0.008995237815274226,-0.036666666666666514,0.016761895505533753
2004-06-06,0.004698283348084642,0.0,-0.0007031473839676505,0.0073937246237500975,-0.010421835430555748,-0.006790380213963942,0.01072862964582777,-0.0040870950185231125,0.025751072961373467,-0.010544815465729385,0.0,-0.005375059722885711,0.0002815183914182118,-0.003289856672302416,0.0051593794426940676,0.0,0.0,0.011195369109303965,0.027959994550156297,0.02777503810882309,0.013947039926246685,-0.00037621878291016486,-0.002681487028256546,-0.008637389613680657,0.033852742453733375,0.025089489351544536,0.005405380195801834,0.010560624361710902,-0.01126278335580666,0.01941082549013018,0.011887504339856525,0.031655227841562494,0.008118203248754341,-0.0059277935871282494,-0.043629438673131626,-0.03345023847576889,-0.02696817699021381,0.011602589236435534,0.00031493629235934684,-0.0061126817812084955,-0.0010356908642967788,0.01699830666526525,0.012376237623762387,-0.039548022598870136,-0.010101010101010055,0.011235955056179803,0.04040404040404044,0.0019327351729586106,-0.010570824524313016,-0.024742268041236914,-0.010000000000000009,0.010204081632652962,0.0,0.029126213592232997,-0.004024144869215207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040909090909090784,0.02511158972438121,-0.00891645069727276,0.02076124567474058,0.007808781851903257
2004-06-13,0.015487083595955742,0.0,-0.0020101422304740213,0.017614843266561042,0.02256753178776827,-0.00042766507740066295,-0.00032165132758898984,0.010739808579939725,0.006276150627614996,0.007104795737122638,0.0,-0.021739130434782594,0.002485383668899388,0.001226477001480264,0.01065138247718389,0.0,0.0,-0.0007031473839676505,0.017326066867151102,0.0010634315502076053,0.010428454199018056,-0.01845588779519114,0.0030241200232314913,-0.002681487028256546,-0.014407347437762064,0.0013985828395091104,0.025089489351544536,0.005405380195801834,0.02174633020339467,-0.029218246321534025,0.008544034289464708,0.0073937246237500975,-0.03367495834577561,0.007454031004480832,-0.019708701265137574,0.0023070473338977493,-0.03345023847576889,-0.02696817699021381,0.007876698943372062,0.003994747931428233,-0.005062936285401887,0.03998637850397513,0.017114914425427896,-0.005068128946493833,-0.010204081632653073,0.02228464419475662,0.04040404040404044,-0.006326015254586648,0.0,-0.010570824524313016,-0.0060606060606061,0.010101010101010166,0.004089979550102374,-0.030188679245283012,0.004040404040403844,0.0,0.0,0.0016034206306787535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040909090909090784,0.02511158972438121,-0.031531531531531654,-0.016949152542372947,0.009470965093700823
2004-06-20,0.0006270447419947089,0.0,0.014601821990441133,0.012561468805555753,-0.01275158259914122,0.015223759972523121,-0.004312887369458118,-0.006570434418497029,-0.018711018711018657,0.005291005291005346,0.0,-0.0185185185185186,-0.024495395908808337,-0.03484072080060663,0.0030674148292741954,0.0,0.0,-0.0020101422304740213,-0.0061842572868451295,0.012125947151437,0.01637175235119348,-0.024942400158589173,-0.024790463067140278,0.0030241200232314913,-0.008637389613680657,0.007332015010149462,0.0013985828395091104,0.025089489351544536,-0.0023644648432237236,-0.004649144977251551,0.018708193189216127,0.017614843266561042,-0.006818388480560711,-0.03995524612316759,-0.005070798594685733,0.0026308660373117743,0.0023070473338977493,-0.03345023847576889,0.01562990116241214,-0.014959712370934408,-0.007611174953176536,0.025655051974585064,-0.009615384615384581,0.02941176470588247,0.04123711340206193,0.03333333333333344,0.04040404040404044,-0.0025510204081632404,0.007478632478632563,0.0,0.008130081300812941,-0.010000000000000009,0.044806517311609007,-0.01945525291828787,0.012072434607645954,0.0,0.0,0.0,0.004312668463611891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769162,0.03426670015067801,0.023255813953488413,-0.017241379310344973,-0.005672315802353611
2004-06-27,-0.0016313615719579788,0.0,0.019392207485351864,0.01605966015164606,0.018877610222277852,0.008071582189416615,-0.013609599647319559,0.019499373651790775,-0.012711864406779627,-0.010526315789473717,0.0,-0.03001397624039137,-0.011725595320395854,-0.004325478998899568,0.014318234955320808,0.0,0.0,0.014601821990441133,0.00019119439719306186,-0.002669164723645645,0.0017507889240515606,0.003935451949417912,0.02198576185509382,-0.024790463067140278,-0.002681487028256546,-0.0063706658149005335,0.007332015010149462,0.0013985828395091104,-0.02235029709071068,-0.01126278335580666,0.008662325449567465,0.012561468805555753,-0.0019066000671126293,-0.0003910430558985434,0.036357518492019514,0.03607742805738856,0.0026308660373117743,0.0023070473338977493,-0.03508756105913302,-0.027834016523091365,-0.003979580853183395,-0.007750597559757155,-0.016990291262136026,-0.019108280254777066,-0.01980198019801982,0.021505376344086002,0.01635586635586639,-0.025575447570332477,0.014520885999759314,0.007478632478632563,-0.022177419354838745,-0.0060606060606061,0.007797270955165692,0.007936507936507908,-0.013916500994035852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769162,0.040909090909090784,-0.01818181818181841,-0.01403508771929829,-0.012914263581535135
2004-07-04,-0.009803367313289457,0.0,0.018244173160584243,-0.01685986947247975,-0.019990020569289113,-0.00042134044409480875,-0.010841060760293564,-0.009286702244668543,-0.03862660944205998,-0.0035460992907800915,0.0,-0.012134027325959695,-0.006919743335046857,0.0025506987977044204,-0.002449066423435342,0.0,0.0,0.019392207485351864,0.006700874267179913,0.0018482920274243142,-0.00830227067981082,0.01568021432132749,-0.0023533049314894416,0.02198576185509382,0.0030241200232314913,0.0028052879076112536,-0.0063706658149005335,0.007332015010149462,-0.008659650847927636,0.02174633020339467,-0.0020609979345964646,0.01605966015164606,0.0019102421348953236,0.005415298338446339,-0.003278820457055742,0.0006327430150838698,0.03607742805738856,0.0026308660373117743,-0.005366932814021452,-0.0003806684674701466,0.008774206119272154,-0.027176904263893964,0.012345679012345734,-0.0030606336338819817,-0.010101010101010055,0.0,-0.0018932617769826798,0.04199475065616798,0.02291526939414268,0.014520885999759314,-0.024742268041236914,0.008130081300812941,0.027079303675048294,0.0059055118110236116,-0.01814516129032251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024154589371980673,0.01653579984029807,0.040909090909090784,-0.01851851851851838,-0.03558718861209964,-0.0030526553125349576
2004-07-11,-0.006405184158952637,0.0,-0.008716575686484207,0.0021436496282265516,-0.023383253737026766,-0.0054805164991749145,-0.01428110002282712,-0.03006492235724556,0.0022321428571427937,-0.03558718861209964,0.0,0.01724137931034475,-0.003501663890656981,0.02700461031056789,-0.007368618721857456,0.0,0.0,0.018244173160584243,0.03784382500954808,-0.00843277871648529,0.008547962573193235,0.01968296567835126,0.018868022944593887,-0.0023533049314894416,-0.024790463067140278,-0.00489571822078394,0.0028052879076112536,-0.0063706658149005335,-0.017470224264050982,-0.0023644648432237236,0.015146267486551457,-0.01685986947247975,0.031655227841562494,0.03347509270461324,0.035526294586768925,0.01391972207773251,0.0006327430150838698,0.03607742805738856,0.003853828320437902,0.012966055324446446,-0.030718452193057355,-0.0010356908642967788,-0.02682926829268284,0.012987012987013102,0.020408163265306145,0.010526315789473717,0.0039057841383423053,0.007556675062972307,0.031746031746031855,0.02291526939414268,-0.010570824524313016,-0.022177419354838745,0.01318267419962349,-0.005870841487279899,0.004106776180698102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016120079832775969,0.019230769230769162,-0.018867924528301883,-0.03321033210332103,0.0026243992363608193
2004-07-18,-0.005712998728325092,0.0,0.013189910565323704,0.002851691152656821,-0.03718820579624815,0.020771821301249105,-0.012466188019037316,-0.032461059053262464,-0.024498886414254017,-0.0036900369003689537,0.0,0.031245124044312678,0.023847457936953864,-0.0025720035258434137,0.008850228792818493,0.0,0.0,-0.008716575686484207,-0.01557560386346657,-0.010187934951655264,0.005941628579490432,0.0041642169316813415,0.03651930701158235,0.018868022944593887,0.02198576185509382,-0.016514328203702244,-0.00489571822078394,0.0028052879076112536,-0.023470436498372882,-0.02235029709071068,0.010512009333523364,0.0021436496282265516,0.0073937246237500975,0.0033504991588404476,-0.004129329491998068,-0.003682160809755808,0.01391972207773251,0.0006327430150838698,0.029430534545292764,-0.004144384350942165,-0.02230026764405091,-0.005062936285401887,-0.03508771929824561,0.016108891108891132,0.030000000000000027,-0.03124999999999989,0.015503875968992276,-0.015000000000000013,0.013461538461538414,0.031746031746031855,0.0,-0.024742268041236914,0.0018587360594795044,0.0,-0.002044989775051076,0.0,0.0,0.0,0.0,0.0,0.0,0.0077873875800889,0.0,0.0,0.0,0.0,0.0,-0.0016120079832775969,0.019230769230769162,-0.03846153846153866,0.003816793893129944,-0.004799548621528982
2004-07-25,-0.018486454933306695,0.0,-0.030761861526681256,-0.02203992501030594,-0.002645556526895798,-0.021595474290643568,-0.013305733203785586,-0.018086747286291116,0.01598173515981749,-0.0018518518518519933,0.0,0.011801923566629402,0.004698283348084642,0.0002815183914182118,0.006508953130990092,0.0,0.0,0.013189910565323704,0.02010259418615923,-0.009129587101319836,-0.002171305786156763,0.01168457584106597,0.009608807068176795,0.03651930701158235,-0.0023533049314894416,-0.007859953246963758,-0.016514328203702244,-0.00489571822078394,0.010560624361710902,-0.008659650847927636,-0.0010064614684787143,0.002851691152656821,0.017614843266561042,0.005565895150269506,-0.015630115384379528,-0.0006268831124196517,-0.003682160809755808,0.01391972207773251,-0.005593463303838697,-0.007148199762626151,-0.0061126817812084955,-0.007611174953176536,-0.0181818181818183,0.014991728701406082,-0.03883495145631066,0.010752688172043001,-0.007633587786259555,-0.018921319796954328,0.007590132827324458,0.013461538461538414,0.007478632478632563,-0.010570824524313016,0.025974025974025983,0.0019685039370078705,-0.038934426229508046,0.0,0.0,0.0,0.0,0.0,-0.03541727736733957,0.0,0.014861995753715496,0.0,0.0,0.0,0.0,-0.0030379177136855007,0.01653579984029807,-0.04499999999999993,0.019011406844106293,-0.03024948193794863
