Date,Materials,Materials_Prediction,Dow_Jones,Gold,RealEstate,SP500,Energy,Financials,Industrials,Staples,Discretionary,NASDAQ,US Dollar Index,CorporateBonds (t-4),CorporateBonds (t-9),Dow_Jones (t-12),SP500 (t-9),Energy (t-7),Financials (t-10),Industrials (t-6),Technology (t-4),Technology (t-5),Technology (t-11),Staples (t-1),Staples (t-3),Utilities (t-3),Utilities (t-4),Utilities (t-9),Healthcare (t-10),Healthcare (t-12),Discretionary (t-1),Discretionary (t-2),Discretionary (t-4),NASDAQ (t-3),Federal Funds Effective Rate (t-7),Federal Funds Effective Rate (t-12),1-Month Treasury Yield (t-1),3-Month Treasury Yield (t-11),5-Year Treasury Yield (t-7),20-Year Treasury Yield (t-8),30-Year Treasury Yield (t-12),15-Year Mortgage Rate (t-8),30-Year Mortgage Rate (t-10),Unemployment Rate (t-11),Government Debt to GDP (t-5),Government Debt to GDP (t-9),US Dollar Index (t-7),US Dollar Index (t-8),US Dollar Index (t-10),Retained Earnings (t-11),Velocity of Money (t-6),Industrial Production (t-8),2y10y (t-2),2y20y (t-8),10y30y (t-2),10y30y (t-6),10y30y (t-7),10yTrea30yFRM (t-9),10yTrea30yFRM (t-11),10yTrea30yFRM (t-12)
2020-04-26,-0.007958549796971748,-0.013723854964316174,-0.018974468728947147,0.0076672793886427,-0.04363254019847407,-0.012803551863603047,0.01973483025273559,-0.02903077535408527,-0.02424722711841898,-0.029586719556851993,-0.006021430782046755,-0.0018057647416502842,0.010513242877233209,0.047341046277666,0.006333288352316169,-0.02546621690226647,0.0020256730777241105,-0.0611884582677803,0.008085378860796189,-0.008620969296356251,-0.018704503106924508,-0.05308730219334312,0.04573597594398504,0.04077057265614559,0.03438612615175951,-0.008879235096784177,-0.006905552420995359,0.012695298766069396,0.008637558252380773,-0.032402918179633367,0.026282450660034762,0.000532366504648496,-0.05752159909281929,-0.01723450514465652,0.004587155963302725,0.02580645161290329,0.0,0.006451612903225712,0.007092198581560183,0.0,-0.01767571481863467,-0.013377926421404673,0.005797101449275477,0.0,0.0,0.0,-0.00804696271352967,0.005196879992481973,-0.0007424147102823575,0.0,0.0,0.0,0.020670572916666595,2.220446049250313e-16,0.0,-0.0015508684863524969,-0.019230769230769273,0.04623655913978486,0.0381720430107525,0.026940158952781568
2020-05-03,0.018652049264325843,0.00616487461587975,-0.0023126151936181394,0.014149504311439076,0.009619347898896846,-0.0006361739812320577,0.027631608276876718,0.014719709016947524,0.011369169274790591,-0.01856580685118625,-8.908996104739497e-05,-0.003424549082375994,-0.008148807960994042,0.0010664161520455018,0.01118896403225933,0.031053452293714923,-0.004076788450071145,-0.0611884582677803,-0.0023737081031242058,-0.02596106466858117,-0.018704503106924508,-0.018704503106924508,0.02277053417282726,-0.029586719556851993,0.050225855264549146,-0.012826600448361813,-0.008879235096784177,0.005921469620289693,0.0019132515447625176,0.03933824229087146,-0.006021430782046755,0.026282450660034762,-0.05752159909281929,0.0218331486964779,0.00917431192660545,-0.0062893081761006275,0.0,0.012820512820512775,-0.04878048780487798,0.03053435114503822,0.012636352494178216,-0.05423728813559325,0.0057636887608070175,0.0,0.0,0.0,0.031939166755917237,-0.00804696271352967,0.005375124972943901,0.0,0.0,0.0,0.020507812499999927,2.220446049250313e-16,0.0,0.01612903225806428,-0.0015508684863524969,0.05913978494623651,0.04623655913978486,0.0381720430107525
2020-05-10,0.03327435143559754,0.02672879445793508,0.026719637755524772,0.04716133336797679,0.01583456677424333,0.034124328609903776,0.035528386301017845,0.010425897584209531,0.013489637161405277,0.00867736198686564,0.044725679988953715,0.060008495745714985,-0.004969404061269778,0.017683055079837473,0.015856684170744817,0.011504292131008897,0.004050482750391549,-0.0041205831902281775,-0.02597253790457571,-0.043301160040806086,0.014474041928151105,-0.018704503106924508,-0.0009726263529065693,-0.01856580685118625,0.04077057265614559,-0.020721331151517086,-0.012826600448361813,0.002534555047399842,0.022105895141012355,0.008637558252380773,-8.908996104739497e-05,-0.006021430782046755,0.000532366504648496,0.029547518897981018,0.00917431192660545,0.0,0.0,8.114248620577635e-05,-0.036272670419011846,0.03053435114503822,-0.004878048780487698,-0.03070287345847761,-0.011461318051575908,0.0,0.0,0.0,0.03733720136632113,0.031939166755917237,0.005196879992481973,0.0,0.0,0.0,0.020182291666666595,2.220446049250313e-16,-1.1102230246251565e-16,0.01612903225806428,0.01612903225806428,0.04641350210970452,0.04623655913978486,0.04623655913978486
2020-05-17,-0.030678243912853564,-0.014772771186674801,-0.025641468464751238,0.049053390662828544,0.04575527119010869,-0.021064129783916807,0.06918577398533521,-0.055630329958716085,-0.022172961330868768,-0.012560082582617982,-0.01518000168563538,-0.011704527253712738,0.008655836058938382,0.0009142973303970514,-0.048203504207404047,-0.0010417639856595273,0.004050482750391549,0.052947291887323944,-0.03911228074210682,-0.043301160040806086,0.020297233551559324,0.014474041928151105,-0.009302557200464967,0.00867736198686564,-0.029586719556851993,-0.03651079255782763,-0.020721331151517086,0.0008410977609549161,-0.008890462326632265,0.0019132515447625176,0.044725679988953715,-8.908996104739497e-05,0.026282450660034762,-0.0018057647416502842,0.004587155963302725,0.0,0.0,-0.006288542680947723,-0.02376485303314571,0.03053435114503822,-0.03675274988043997,-0.026460046384145064,-0.04637681159420293,0.0,0.0,0.0,-0.020274201978435547,0.03733720136632113,-0.00804696271352967,0.0,0.0,0.0,0.01953124999999993,-0.011904761904761807,-0.014285714285714346,2.220446049250313e-16,0.01612903225806428,0.03328739621614252,0.05913978494623651,0.04623655913978486
2020-05-24,0.040495280145943946,0.02636399710437445,0.033641310413975,-0.027891755996066747,0.059611592783588074,0.031996599407136506,0.038231124544889195,0.04133026800069217,0.0010789887167456103,0.0013940289215073065,0.049792208653529846,0.03439217091187885,-0.010343658653601095,0.00011407679374686452,-0.018514334825244227,0.0016325322186270808,-0.008293600308466875,0.052947291887323944,-0.03911228074210682,-0.022599623801567714,-0.00705811986010807,0.020297233551559324,-0.023488314857816328,-0.012560082582617982,-0.01856580685118625,-0.04183818528807348,-0.03651079255782763,-0.002892114635348275,-0.008890462326632265,0.022105895141012355,-0.01518000168563538,0.044725679988953715,-0.006021430782046755,-0.003424549082375994,0.0,0.0,0.0,-0.009473385264524473,0.0012507817385865594,-0.003081448280691901,-0.05269010043041611,-0.03999910466469697,-0.012550107924761078,0.0,0.0,0.0,0.01645042935653307,-0.020274201978435547,0.031939166755917237,0.0,0.0,0.0,0.018229166666666602,-0.023809523809523836,-0.010399159663865454,0.0,2.220446049250313e-16,0.020161290322580516,0.04641350210970452,0.05913978494623651
2020-05-31,0.04405269706977699,0.0321040571096856,0.03842688903023461,-0.03459916308782707,0.059611592783588074,0.030056929406754085,0.038231124544889195,0.05465236004476948,0.05999353725663403,0.03062457052479428,0.024416342770626764,0.017725205741706995,-0.011233300469736918,-0.0010966512060478495,0.047341046277666,0.016852884539582114,-0.0206376833673253,0.027063514385243348,-0.05215966759772722,-0.01307265734037416,0.0030464990514746937,-0.00705811986010807,-0.023488314857816328,0.0013940289215073065,0.00867736198686564,0.0050108773236905435,-0.04183818528807348,-0.006905552420995359,-0.06680377009814498,-0.008890462326632265,0.049792208653529846,-0.01518000168563538,-8.908996104739497e-05,0.060008495745714985,0.0,0.004587155963302725,0.0,-0.011065806556312847,0.0012507817385865594,-0.03669724770642202,-0.03751885369532432,-0.03424657534246578,-0.009909647333139038,0.0,0.0,0.0,-0.018132468290283477,0.01645042935653307,0.03733720136632113,0.0,0.0,0.0,0.015624999999999944,-0.023809523809523836,0.007773109243697562,0.0,0.0,0.055335968379446765,0.03328739621614252,0.04641350210970452
2020-06-07,0.04761011399361004,0.03088352633166557,0.06783604687296974,-0.05419587048913521,0.0023016585404071477,0.04935595229138867,0.007276475104443181,0.06797445208884678,0.05999353725663403,0.02009125124085509,0.05684852758244463,0.03416379327998498,-0.017623028415944875,-0.00400943912170082,0.0010664161520455018,0.016852884539582114,-0.0206376833673253,0.010457283567949172,-0.06520705445334762,-0.02424722711841898,0.06614175134282485,0.0030464990514746937,-0.05308730219334312,0.03062457052479428,-0.012560082582617982,-0.0240384994615499,0.0050108773236905435,-0.008879235096784177,0.0210612817228486,-0.008890462326632265,0.024416342770626764,0.049792208653529846,0.044725679988953715,-0.011704527253712738,0.0,0.00917431192660545,0.0,-0.012658227848101222,0.02564102564102555,-0.0487834064619066,-0.0064102564102563875,-0.01773049645390068,-0.04483365949119372,0.0,0.0,0.0,0.005827522046598865,-0.018132468290283477,-0.020274201978435547,0.0,0.0,0.0,0.01041666666666663,-0.0336438923395444,0.007773109243697562,-1.1102230246251565e-16,0.0,0.011235955056179803,0.020161290322580516,0.03328739621614252
2020-06-14,0.020712265156523912,-0.018640648618454693,-0.05450417842798638,0.005545313393356066,-0.025614226820658725,-0.047378835480701764,-0.006278461264440094,0.006294622277401629,0.005957518094322101,-0.03806703519524657,-0.045028640736265335,-0.02295380779647549,0.0071521029606576025,0.004600242949176936,0.017683055079837473,-0.00486233819690518,0.004850060588442451,0.01973483025273559,-0.06520705445334762,0.011369169274790591,-0.013821513103735694,0.06614175134282485,-0.018704503106924508,0.02009125124085509,0.0013940289215073065,0.030468995956546507,-0.0240384994615499,-0.012826600448361813,0.0210612817228486,-0.06680377009814498,0.05684852758244463,0.024416342770626764,-0.01518000168563538,0.03439217091187885,0.0,0.00917431192660545,0.0,0.0,0.0,-0.060869565217391175,-0.0064102564102563875,0.010830324909747224,-0.0485714285714286,0.0,0.0,0.0,0.010513242877233209,0.005827522046598865,0.01645042935653307,0.0,0.0,0.0,0.01041666666666663,-0.043478260869564966,0.028637770897832815,-0.014285714285714346,-1.1102230246251565e-16,-0.03703703703703709,0.055335968379446765,0.020161290322580516
2020-06-21,-0.0020201755418388645,0.007679283403957193,0.010935334973609434,0.027879931717555317,-0.006069341885583168,0.019026844792203956,-0.035888863314727515,-0.023040492604637475,-0.017217414159346967,0.025808782159206345,0.016275733094946565,0.037263285317632455,0.004630310525787884,0.0034342654156975794,0.0009142973303970514,-0.026577560933392474,0.008767126340303577,0.027631608276876718,-0.05377551283948462,0.013489637161405277,0.03230983809035681,-0.013821513103735694,-0.018704503106924508,-0.03806703519524657,0.03062457052479428,0.05683404839427264,0.030468995956546507,-0.020721331151517086,0.041902614163528806,0.0210612817228486,-0.045028640736265335,0.05684852758244463,0.049792208653529846,0.017725205741706995,0.0,0.004587155963302725,0.0,0.0,0.0,0.00017746228926363017,-0.022584973166368538,0.021428571428571352,0.0,0.0,0.0,0.0,-0.008148807960994042,0.010513242877233209,-0.018132468290283477,0.0,0.0,0.0,0.0,-0.043478260869564966,-0.012901572112098414,-0.010399159663865454,-0.014285714285714346,0.03846153846153855,0.011235955056179803,0.055335968379446765
2020-06-28,-0.02475261624020164,-0.03409715484017236,-0.032534657845387116,0.0488822367587769,-0.040877942159962544,-0.02783183906946196,-0.06549926536501494,-0.05237560748667658,-0.040392346413016034,-0.03429728659438269,-0.02623457805276952,-0.018992369728027758,0.0026234777133322673,0.003080748808948597,0.00011407679374686452,-0.026577560933392474,-0.012803551863603047,0.035528386301017845,-0.03568737328985344,-0.022172961330868768,0.015338457438816455,0.03230983809035681,0.014474041928151105,0.025808782159206345,0.02009125124085509,0.025129959578183758,0.05683404839427264,-0.03651079255782763,0.028940939640254237,0.0210612817228486,0.016275733094946565,-0.045028640736265335,0.024416342770626764,0.03416379327998498,0.0,0.0,0.0,0.0,-0.03030303030303033,0.061224489795918435,-0.03875968992248069,-0.03146853146853146,-0.006006006006005982,0.0,0.0,0.0,-0.004969404061269778,-0.008148807960994042,0.005827522046598865,0.0,0.0,0.01625690472222141,-0.019230769230769273,-0.043478260869564966,-0.03896103896103886,0.007773109243697562,-0.010399159663865454,0.007407407407407307,-0.03703703703703709,0.011235955056179803
2020-07-05,0.0557899752298856,0.029908315587869442,0.03211137744848802,0.027848798323348856,0.05020271414369093,0.0405932461275571,0.022733290355432034,0.01727199812577651,0.04293935300086882,0.032557339456155354,0.04654547695255795,0.0461617314022178,-0.005614020533029063,-0.0047976043156623405,-0.0010966512060478495,-0.0018526498649175105,-0.0006361739812320577,0.06918577398533521,-0.02903077535408527,0.0010789887167456103,0.03511284525295766,0.015338457438816455,0.020297233551559324,-0.03429728659438269,-0.03806703519524657,-0.04118317440374952,0.025129959578183758,-0.04183818528807348,-0.004862067323700536,0.041902614163528806,-0.02623457805276952,0.016275733094946565,0.05684852758244463,-0.02295380779647549,0.0,0.0,0.0,0.0,-0.06060606060606066,-0.0006377551020407823,-0.04900947459087002,-0.014440433212996373,0.0060422960725075026,0.0,0.0,0.0,0.008655836058938382,-0.004969404061269778,0.010513242877233209,0.0,0.0,0.0,-0.019230769230769273,0.06741573033707882,0.04054054054054057,0.007773109243697562,0.007773109243697562,-0.04779411764705899,0.03846153846153855,-0.03703703703703709
2020-07-12,0.007995984834317849,0.00783297035077118,0.009287146144824288,0.061653434768500937,-0.022656464623920236,0.01716671230414324,-0.04820567367002837,0.021332172207150002,-0.014062291970858731,0.022037627697520046,0.02934121957801028,0.04014747317249756,-0.004215723572677521,0.005152739155492636,-0.00400943912170082,0.0019488962373051533,0.034124328609903776,0.038231124544889195,0.014719709016947524,0.05999353725663403,-0.01972195469953808,0.03511284525295766,-0.00705811986010807,0.032557339456155354,0.025808782159206345,-0.020112482920497388,-0.04118317440374952,0.0050108773236905435,-0.02452912371389715,0.028940939640254237,0.04654547695255795,-0.02623457805276952,-0.045028640736265335,0.037263285317632455,0.0,0.0,0.0,0.0,-0.06060606060606066,0.002083333333333326,-0.059259259259259345,-0.003663003663003539,-0.03003003003003002,0.0,0.0,0.0,-0.010343658653601095,0.008655836058938382,-0.008148807960994042,0.0,0.0,0.0,-0.019230769230769273,0.06741573033707882,-0.051948051948051854,0.028637770897832815,0.007773109243697562,0.015444015444015413,0.007407407407407307,0.03846153846153855
2020-07-19,0.05466445101394468,0.01556842903166933,0.023504696916739842,0.023697836185688992,0.0070052083224365624,0.013004299214384174,0.03235787651035671,0.020886787725034273,0.05866789708748965,0.02156244261492324,0.00397556219562345,-0.010760597222711499,-0.0018976921884622522,0.0025061615107653257,0.004600242949176936,-0.018974468728947147,-0.021064129783916807,0.038231124544889195,0.010425897584209531,0.05999353725663403,0.028467966476990236,-0.01972195469953808,0.0030464990514746937,0.022037627697520046,-0.03429728659438269,-0.032167601027960124,-0.020112482920497388,-0.0240384994615499,0.016150630182073078,-0.004862067323700536,0.02934121957801028,0.04654547695255795,0.016275733094946565,-0.018992369728027758,0.0,0.0,0.0,0.0,-0.06060606060606066,0.06666666666666665,-0.059259259259259345,-0.007352941176470562,0.009287925696594312,0.0,0.0,0.0,-0.011233300469736918,-0.010343658653601095,-0.004969404061269778,0.0,0.0,0.0,-0.05769230769230771,0.06741573033707882,-0.012275395837039793,-0.012901572112098414,0.028637770897832815,0.0076045627376426506,-0.04779411764705899,0.007407407407407307
